series_id	year	period	value	footnote_codes
LAUST250000000000003          	2011	M04	7.2	d
LAUST250000000000003          	2011	M05	7.1	d
LAUST250000000000003          	2011	M06	7.6	d
LAUST250000000000003          	2011	M07	7.4	d
LAUST250000000000003          	2011	M08	6.9	d
LAUST250000000000003          	2011	M09	7.1	d
LAUST250000000000003          	2011	M10	6.5	d
LAUST250000000000003          	2011	M11	6.4	d
LAUST250000000000003          	2011	M12	6.6	d
LAUST250000000000003          	2011	M13	7.3	d
LAUST250000000000003          	2012	M01	7.4	d
LAUST250000000000003          	2012	M02	7.2	d
LAUST250000000000003          	2012	M03	6.8	d
LAUST250000000000003          	2012	M04	6.3	d
LAUST250000000000003          	2012	M05	6.3	d
LAUST250000000000003          	2012	M06	6.9	d
LAUST250000000000003          	2012	M07	6.9	d
LAUST250000000000003          	2012	M08	6.6	d
LAUST250000000000003          	2012	M09	6.6	d
LAUST250000000000003          	2012	M10	6.2	d
LAUST250000000000003          	2012	M11	6.2	d
LAUST250000000000003          	2012	M12	6.5	d
LAUST250000000000003          	2012	M13	6.7	d
LAUST250000000000003          	2013	M01	7.6	d
LAUST250000000000003          	2013	M02	7.2	d
LAUST250000000000003          	2013	M03	7	d
LAUST250000000000003          	2013	M04	6.6	d
LAUST250000000000003          	2013	M05	6.6	d
LAUST250000000000003          	2013	M06	7.3	d
LAUST250000000000003          	2013	M07	7	d
LAUST250000000000003          	2013	M08	6.6	d
LAUST250000000000003          	2013	M09	6.6	d
LAUST250000000000003          	2013	M10	6.2	d
LAUST250000000000003          	2013	M11	6	d
LAUST250000000000003          	2013	M12	5.9	d
LAUST250000000000003          	2013	M13	6.7	d
LAUST250000000000003          	2014	M01	6.8	d
LAUST250000000000003          	2014	M02	6.5	d
LAUST250000000000003          	2014	M03	6.2	d
LAUST250000000000003          	2014	M04	5.5	d
LAUST250000000000003          	2014	M05	5.5	d
LAUST250000000000003          	2014	M06	6	d
LAUST250000000000003          	2014	M07	6	d
LAUST250000000000003          	2014	M08	5.7	d
LAUST250000000000003          	2014	M09	5.7	d
LAUST250000000000003          	2014	M10	5	d
LAUST250000000000003          	2014	M11	5	d
LAUST250000000000003          	2014	M12	4.9	d
LAUST250000000000003          	2014	M13	5.7	d
LAUST250000000000003          	2015	M01	5.8	d
LAUST250000000000003          	2015	M02	5.5	d
LAUST250000000000003          	2015	M03	5.2	d
LAUST250000000000003          	2015	M04	4.7	d
LAUST250000000000003          	2015	M05	4.9	d
LAUST250000000000003          	2015	M06	5.2	d
LAUST250000000000003          	2015	M07	5.2	d
LAUST250000000000003          	2015	M08	4.7	d
LAUST250000000000003          	2015	M09	4.9	d
LAUST250000000000003          	2015	M10	4.5	d
LAUST250000000000003          	2015	M11	4.5	d
LAUST250000000000003          	2015	M12	4.6	d
LAUST250000000000003          	2015	M13	5	d
LAUST250000000000003          	2016	M01	4.9	          
LAUST250000000000003          	2016	M02	4.7	          
LAUST250000000000003          	2016	M03	4.6	          
LAUST250000000000003          	2016	M04	3.8	          
LAUST250000000000003          	2016	M05	3.8	          
LAUST250000000000003          	2016	M06	4.3	          
LAUST250000000000003          	2016	M07	4	p
LAUST260000000000003          	1976	M01	10.7	          
LAUST260000000000003          	1976	M02	10.7	          
LAUST260000000000003          	1976	M03	10.7	          
LAUST260000000000003          	1976	M04	9.8	          
LAUST260000000000003          	1976	M05	8.7	          
LAUST260000000000003          	1976	M06	9.8	          
LAUST260000000000003          	1976	M07	9.9	          
LAUST260000000000003          	1976	M08	9	          
LAUST260000000000003          	1976	M09	8.5	          
LAUST260000000000003          	1976	M10	8.2	          
LAUST260000000000003          	1976	M11	8.4	          
LAUST260000000000003          	1976	M12	8.4	          
LAUST260000000000003          	1976	M13	9.4	          
LAUST260000000000003          	1977	M01	9.6	          
LAUST260000000000003          	1977	M02	9.5	          
LAUST260000000000003          	1977	M03	9.4	          
LAUST260000000000003          	1977	M04	8.2	          
LAUST260000000000003          	1977	M05	7.4	          
LAUST260000000000003          	1977	M06	8.7	          
LAUST260000000000003          	1977	M07	8.5	          
LAUST260000000000003          	1977	M08	8.4	          
LAUST260000000000003          	1977	M09	7.6	          
LAUST260000000000003          	1977	M10	7.1	          
LAUST260000000000003          	1977	M11	7.4	          
LAUST260000000000003          	1977	M12	6.7	          
LAUST260000000000003          	1977	M13	8.2	          
LAUST260000000000003          	1978	M01	7.9	          
LAUST260000000000003          	1978	M02	7.7	          
LAUST260000000000003          	1978	M03	7.5	          
LAUST260000000000003          	1978	M04	6.7	          
LAUST260000000000003          	1978	M05	6.3	          
LAUST260000000000003          	1978	M06	7	          
LAUST260000000000003          	1978	M07	7.7	          
LAUST260000000000003          	1978	M08	7.2	          
LAUST260000000000003          	1978	M09	6.4	          
LAUST260000000000003          	1978	M10	6	          
LAUST260000000000003          	1978	M11	6.6	          
LAUST260000000000003          	1978	M12	6.9	          
LAUST260000000000003          	1978	M13	7	          
LAUST260000000000003          	1979	M01	7.6	          
LAUST260000000000003          	1979	M02	7.8	          
LAUST260000000000003          	1979	M03	8	          
LAUST260000000000003          	1979	M04	7.5	          
LAUST260000000000003          	1979	M05	6.8	          
LAUST260000000000003          	1979	M06	7.5	          
LAUST260000000000003          	1979	M07	7.8	          
LAUST260000000000003          	1979	M08	8.5	          
LAUST260000000000003          	1979	M09	7.6	          
LAUST260000000000003          	1979	M10	7.7	          
LAUST260000000000003          	1979	M11	8	          
LAUST260000000000003          	1979	M12	8.6	          
LAUST260000000000003          	1979	M13	7.8	          
LAUST260000000000003          	1980	M01	10.7	          
LAUST260000000000003          	1980	M02	11.1	          
LAUST260000000000003          	1980	M03	11.4	          
LAUST260000000000003          	1980	M04	12.1	          
LAUST260000000000003          	1980	M05	13.4	          
LAUST260000000000003          	1980	M06	13.7	          
LAUST260000000000003          	1980	M07	14.2	          
LAUST260000000000003          	1980	M08	13.1	          
LAUST260000000000003          	1980	M09	12.4	          
LAUST260000000000003          	1980	M10	12	          
LAUST260000000000003          	1980	M11	12.1	          
LAUST260000000000003          	1980	M12	11.7	          
LAUST260000000000003          	1980	M13	12.3	          
LAUST260000000000003          	1981	M01	13.5	          
LAUST260000000000003          	1981	M02	13.3	          
LAUST260000000000003          	1981	M03	13	          
LAUST260000000000003          	1981	M04	11.7	          
LAUST260000000000003          	1981	M05	11.5	          
LAUST260000000000003          	1981	M06	11.9	          
LAUST260000000000003          	1981	M07	11.9	          
LAUST260000000000003          	1981	M08	11.6	          
LAUST260000000000003          	1981	M09	11.7	          
LAUST260000000000003          	1981	M10	11.9	          
LAUST260000000000003          	1981	M11	12.9	          
LAUST260000000000003          	1981	M12	14.2	          
LAUST260000000000003          	1981	M13	12.4	          
LAUST260000000000003          	1982	M01	15.4	          
LAUST260000000000003          	1982	M02	15.6	          
LAUST260000000000003          	1982	M03	15.6	          
LAUST260000000000003          	1982	M04	15.1	          
LAUST260000000000003          	1982	M05	14.5	          
LAUST260000000000003          	1982	M06	14.9	          
LAUST260000000000003          	1982	M07	15.3	          
LAUST260000000000003          	1982	M08	14.7	          
LAUST260000000000003          	1982	M09	14.8	          
LAUST260000000000003          	1982	M10	15.6	          
LAUST260000000000003          	1982	M11	16.4	          
LAUST260000000000003          	1982	M12	16.7	          
LAUST260000000000003          	1982	M13	15.4	          
LAUST260000000000003          	1983	M01	17.3	          
LAUST260000000000003          	1983	M02	16.7	          
LAUST260000000000003          	1983	M03	16.3	          
LAUST260000000000003          	1983	M04	15.3	          
LAUST260000000000003          	1983	M05	14.9	          
LAUST260000000000003          	1983	M06	15	          
LAUST260000000000003          	1983	M07	14	          
LAUST260000000000003          	1983	M08	13.5	          
LAUST260000000000003          	1983	M09	12.9	          
LAUST260000000000003          	1983	M10	12.4	          
LAUST260000000000003          	1983	M11	12	          
LAUST260000000000003          	1983	M12	12.1	          
LAUST260000000000003          	1983	M13	14.4	          
LAUST260000000000003          	1984	M01	12.7	          
LAUST260000000000003          	1984	M02	12.4	          
LAUST260000000000003          	1984	M03	12.3	          
LAUST260000000000003          	1984	M04	11.6	          
LAUST260000000000003          	1984	M05	11.2	          
LAUST260000000000003          	1984	M06	11	          
LAUST260000000000003          	1984	M07	11.3	          
LAUST260000000000003          	1984	M08	10.7	          
LAUST260000000000003          	1984	M09	10.3	          
LAUST260000000000003          	1984	M10	10.4	          
LAUST260000000000003          	1984	M11	10.3	          
LAUST260000000000003          	1984	M12	10.5	          
LAUST260000000000003          	1984	M13	11.2	          
LAUST260000000000003          	1985	M01	11.4	          
LAUST260000000000003          	1985	M02	10.8	          
LAUST260000000000003          	1985	M03	10.8	          
LAUST260000000000003          	1985	M04	10.2	          
LAUST260000000000003          	1985	M05	10.1	          
LAUST260000000000003          	1985	M06	10.4	          
LAUST260000000000003          	1985	M07	10.5	          
LAUST260000000000003          	1985	M08	9.5	          
LAUST260000000000003          	1985	M09	9.4	          
LAUST260000000000003          	1985	M10	9.2	          
LAUST260000000000003          	1985	M11	8.9	          
LAUST260000000000003          	1985	M12	8.4	          
LAUST260000000000003          	1985	M13	10	          
LAUST260000000000003          	1986	M01	9.3	          
LAUST260000000000003          	1986	M02	9.8	          
LAUST260000000000003          	1986	M03	9.6	          
LAUST260000000000003          	1986	M04	9.1	          
LAUST260000000000003          	1986	M05	9.2	          
LAUST260000000000003          	1986	M06	9.2	          
LAUST260000000000003          	1986	M07	9.2	          
LAUST260000000000003          	1986	M08	8.1	          
LAUST260000000000003          	1986	M09	8.5	          
LAUST260000000000003          	1986	M10	8.2	          
LAUST260000000000003          	1986	M11	8.1	          
LAUST260000000000003          	1986	M12	7.8	          
LAUST260000000000003          	1986	M13	8.8	          
LAUST260000000000003          	1987	M01	9.1	          
LAUST260000000000003          	1987	M02	9	          
LAUST260000000000003          	1987	M03	9	          
LAUST260000000000003          	1987	M04	8.1	          
LAUST260000000000003          	1987	M05	8.4	          
LAUST260000000000003          	1987	M06	8.5	          
LAUST260000000000003          	1987	M07	9	          
LAUST260000000000003          	1987	M08	7.9	          
LAUST260000000000003          	1987	M09	7.6	          
LAUST260000000000003          	1987	M10	7.6	          
LAUST260000000000003          	1987	M11	7.7	          
LAUST260000000000003          	1987	M12	7.8	          
LAUST260000000000003          	1987	M13	8.3	          
LAUST260000000000003          	1988	M01	9.2	          
LAUST260000000000003          	1988	M02	8.9	          
LAUST260000000000003          	1988	M03	8.6	          
LAUST260000000000003          	1988	M04	7.5	          
LAUST260000000000003          	1988	M05	7.3	          
LAUST260000000000003          	1988	M06	7.2	          
LAUST260000000000003          	1988	M07	7.5	          
LAUST260000000000003          	1988	M08	7.2	          
LAUST260000000000003          	1988	M09	6.7	          
LAUST260000000000003          	1988	M10	6.4	          
LAUST260000000000003          	1988	M11	6.6	          
LAUST260000000000003          	1988	M12	6.8	          
LAUST260000000000003          	1988	M13	7.5	          
LAUST260000000000003          	1989	M01	7.8	          
LAUST260000000000003          	1989	M02	7.2	          
LAUST260000000000003          	1989	M03	7.1	          
LAUST260000000000003          	1989	M04	6.6	          
LAUST260000000000003          	1989	M05	6.5	          
LAUST260000000000003          	1989	M06	7.2	          
LAUST260000000000003          	1989	M07	7.6	          
LAUST260000000000003          	1989	M08	6.8	          
LAUST260000000000003          	1989	M09	7	          
LAUST260000000000003          	1989	M10	7.1	          
LAUST260000000000003          	1989	M11	7.4	          
LAUST260000000000003          	1989	M12	7.3	          
LAUST260000000000003          	1989	M13	7.1	          
LAUST260000000000003          	1990	M01	9.2	          
LAUST260000000000003          	1990	M02	8.3	          
LAUST260000000000003          	1990	M03	7.9	          
LAUST260000000000003          	1990	M04	7.2	          
LAUST260000000000003          	1990	M05	7.1	          
LAUST260000000000003          	1990	M06	7.1	          
LAUST260000000000003          	1990	M07	7.6	          
LAUST260000000000003          	1990	M08	7.2	          
LAUST260000000000003          	1990	M09	7.1	          
LAUST260000000000003          	1990	M10	7	          
LAUST260000000000003          	1990	M11	7.7	          
LAUST260000000000003          	1990	M12	8	          
LAUST260000000000003          	1990	M13	7.6	          
LAUST260000000000003          	1991	M01	9.5	          
LAUST260000000000003          	1991	M02	10	          
LAUST260000000000003          	1991	M03	10.3	          
LAUST260000000000003          	1991	M04	9.4	          
LAUST260000000000003          	1991	M05	9.2	          
LAUST260000000000003          	1991	M06	9.5	          
LAUST260000000000003          	1991	M07	9.4	          
LAUST260000000000003          	1991	M08	8.7	          
LAUST260000000000003          	1991	M09	8.6	          
LAUST260000000000003          	1991	M10	8.5	          
LAUST260000000000003          	1991	M11	8.6	          
LAUST260000000000003          	1991	M12	8.9	          
LAUST260000000000003          	1991	M13	9.2	          
LAUST260000000000003          	1992	M01	10.5	          
LAUST260000000000003          	1992	M02	10.4	          
LAUST260000000000003          	1992	M03	10.1	          
LAUST260000000000003          	1992	M04	8.9	          
LAUST260000000000003          	1992	M05	8.9	          
LAUST260000000000003          	1992	M06	9.6	          
LAUST260000000000003          	1992	M07	9.8	          
LAUST260000000000003          	1992	M08	8.6	          
LAUST260000000000003          	1992	M09	8.3	          
LAUST260000000000003          	1992	M10	7.6	          
LAUST260000000000003          	1992	M11	7.5	          
LAUST260000000000003          	1992	M12	7.6	          
LAUST260000000000003          	1992	M13	9	          
LAUST260000000000003          	1993	M01	8.4	          
LAUST260000000000003          	1993	M02	8.2	          
LAUST260000000000003          	1993	M03	7.7	          
LAUST260000000000003          	1993	M04	6.9	          
LAUST260000000000003          	1993	M05	7.1	          
LAUST260000000000003          	1993	M06	7.6	          
LAUST260000000000003          	1993	M07	7.7	          
LAUST260000000000003          	1993	M08	6.8	          
LAUST260000000000003          	1993	M09	6.6	          
LAUST260000000000003          	1993	M10	6.6	          
LAUST260000000000003          	1993	M11	6.5	          
LAUST260000000000003          	1993	M12	6.6	          
LAUST260000000000003          	1993	M13	7.2	          
LAUST260000000000003          	1994	M01	8.1	          
LAUST260000000000003          	1994	M02	7.6	          
LAUST260000000000003          	1994	M03	7.3	          
LAUST260000000000003          	1994	M04	6.2	          
LAUST260000000000003          	1994	M05	5.7	          
LAUST260000000000003          	1994	M06	6	          
LAUST260000000000003          	1994	M07	6.5	          
LAUST260000000000003          	1994	M08	5.5	          
LAUST260000000000003          	1994	M09	5.2	          
LAUST260000000000003          	1994	M10	4.9	          
LAUST260000000000003          	1994	M11	4.5	          
LAUST260000000000003          	1994	M12	4.5	          
LAUST260000000000003          	1994	M13	6	          
LAUST260000000000003          	1995	M01	6	          
LAUST260000000000003          	1995	M02	5.7	          
LAUST260000000000003          	1995	M03	5.9	          
LAUST260000000000003          	1995	M04	5.6	          
LAUST260000000000003          	1995	M05	5.3	          
LAUST260000000000003          	1995	M06	5.7	          
LAUST260000000000003          	1995	M07	6.1	          
LAUST260000000000003          	1995	M08	5	          
LAUST260000000000003          	1995	M09	4.7	          
LAUST260000000000003          	1995	M10	4.3	          
LAUST260000000000003          	1995	M11	4.5	          
LAUST260000000000003          	1995	M12	4.4	          
LAUST260000000000003          	1995	M13	5.3	          
LAUST260000000000003          	1996	M01	5.8	          
LAUST260000000000003          	1996	M02	5.3	          
LAUST260000000000003          	1996	M03	5.6	          
LAUST260000000000003          	1996	M04	4.8	          
LAUST260000000000003          	1996	M05	4.9	          
LAUST260000000000003          	1996	M06	5	          
LAUST260000000000003          	1996	M07	5.7	          
LAUST260000000000003          	1996	M08	4.5	          
LAUST260000000000003          	1996	M09	4.4	          
LAUST260000000000003          	1996	M10	4.1	          
LAUST260000000000003          	1996	M11	4.2	          
LAUST260000000000003          	1996	M12	4.5	          
LAUST260000000000003          	1996	M13	4.9	          
LAUST260000000000003          	1997	M01	5.5	          
LAUST260000000000003          	1997	M02	5.1	          
LAUST260000000000003          	1997	M03	5	          
LAUST260000000000003          	1997	M04	4.1	          
LAUST260000000000003          	1997	M05	3.9	          
LAUST260000000000003          	1997	M06	4.4	          
LAUST260000000000003          	1997	M07	4.8	          
LAUST260000000000003          	1997	M08	3.8	          
LAUST260000000000003          	1997	M09	3.9	          
LAUST260000000000003          	1997	M10	3.5	          
LAUST260000000000003          	1997	M11	3.5	          
LAUST260000000000003          	1997	M12	3.8	          
LAUST260000000000003          	1997	M13	4.3	          
LAUST260000000000003          	1998	M01	4.8	          
LAUST260000000000003          	1998	M02	4.5	          
LAUST260000000000003          	1998	M03	4.6	          
LAUST260000000000003          	1998	M04	3.1	          
LAUST260000000000003          	1998	M05	3.3	          
LAUST260000000000003          	1998	M06	4.1	          
LAUST260000000000003          	1998	M07	4.9	          
LAUST260000000000003          	1998	M08	3.5	          
LAUST260000000000003          	1998	M09	3.6	          
LAUST260000000000003          	1998	M10	3.4	          
LAUST260000000000003          	1998	M11	3.4	          
LAUST260000000000003          	1998	M12	3.7	          
LAUST260000000000003          	1998	M13	3.9	          
LAUST260000000000003          	1999	M01	4.6	          
LAUST260000000000003          	1999	M02	4.7	          
LAUST260000000000003          	1999	M03	4.3	          
LAUST260000000000003          	1999	M04	3.6	          
LAUST260000000000003          	1999	M05	3.5	          
LAUST260000000000003          	1999	M06	4	          
LAUST260000000000003          	1999	M07	4.2	          
LAUST260000000000003          	1999	M08	3.2	          
LAUST260000000000003          	1999	M09	3.2	          
LAUST260000000000003          	1999	M10	3	          
LAUST260000000000003          	1999	M11	3.1	          
LAUST260000000000003          	1999	M12	3.2	          
LAUST260000000000003          	1999	M13	3.7	          
LAUST260000000000003          	2000	M01	3.8	          
LAUST260000000000003          	2000	M02	3.7	          
LAUST260000000000003          	2000	M03	3.8	          
LAUST260000000000003          	2000	M04	2.9	          
LAUST260000000000003          	2000	M05	3.4	          
LAUST260000000000003          	2000	M06	3.8	          
LAUST260000000000003          	2000	M07	4.6	          
LAUST260000000000003          	2000	M08	3.7	          
LAUST260000000000003          	2000	M09	3.4	          
LAUST260000000000003          	2000	M10	3.1	          
LAUST260000000000003          	2000	M11	3.4	          
LAUST260000000000003          	2000	M12	3.7	          
LAUST260000000000003          	2000	M13	3.6	          
LAUST260000000000003          	2001	M01	5.3	          
LAUST260000000000003          	2001	M02	5.1	          
LAUST260000000000003          	2001	M03	5.4	          
LAUST260000000000003          	2001	M04	4.6	          
LAUST260000000000003          	2001	M05	4.6	          
LAUST260000000000003          	2001	M06	5.1	          
LAUST260000000000003          	2001	M07	5.5	          
LAUST260000000000003          	2001	M08	5.1	          
LAUST260000000000003          	2001	M09	4.8	          
LAUST260000000000003          	2001	M10	5.1	          
LAUST260000000000003          	2001	M11	5.7	          
LAUST260000000000003          	2001	M12	6	          
LAUST260000000000003          	2001	M13	5.2	          
LAUST260000000000003          	2002	M01	7.2	          
LAUST260000000000003          	2002	M02	6.7	          
LAUST260000000000003          	2002	M03	7.1	          
LAUST260000000000003          	2002	M04	6.2	          
LAUST260000000000003          	2002	M05	6.1	          
LAUST260000000000003          	2002	M06	6.7	          
LAUST260000000000003          	2002	M07	7	          
LAUST260000000000003          	2002	M08	5.8	          
LAUST260000000000003          	2002	M09	5.3	          
LAUST260000000000003          	2002	M10	5.2	          
LAUST260000000000003          	2002	M11	5.7	          
LAUST260000000000003          	2002	M12	6.1	          
LAUST260000000000003          	2002	M13	6.3	          
LAUST260000000000003          	2003	M01	7.3	          
LAUST260000000000003          	2003	M02	7.4	          
LAUST260000000000003          	2003	M03	7.6	          
LAUST260000000000003          	2003	M04	7	          
LAUST260000000000003          	2003	M05	7.2	          
LAUST260000000000003          	2003	M06	8	          
LAUST260000000000003          	2003	M07	8.3	          
LAUST260000000000003          	2003	M08	7.1	          
LAUST260000000000003          	2003	M09	6.9	          
LAUST260000000000003          	2003	M10	6.5	          
LAUST260000000000003          	2003	M11	6.3	          
LAUST260000000000003          	2003	M12	6.4	          
LAUST260000000000003          	2003	M13	7.2	          
LAUST260000000000003          	2004	M01	7.5	          
LAUST260000000000003          	2004	M02	7.4	          
LAUST260000000000003          	2004	M03	7.8	          
LAUST260000000000003          	2004	M04	6.4	          
LAUST260000000000003          	2004	M05	6.8	          
LAUST260000000000003          	2004	M06	7.4	          
LAUST260000000000003          	2004	M07	8	          
LAUST260000000000003          	2004	M08	6.7	          
LAUST260000000000003          	2004	M09	6.5	          
LAUST260000000000003          	2004	M10	6.5	          
LAUST260000000000003          	2004	M11	6.7	          
LAUST260000000000003          	2004	M12	7	          
LAUST260000000000003          	2004	M13	7	          
LAUST260000000000003          	2005	M01	7.5	          
LAUST260000000000003          	2005	M02	7.8	          
LAUST260000000000003          	2005	M03	7.5	          
LAUST260000000000003          	2005	M04	6.6	          
LAUST260000000000003          	2005	M05	6.7	          
LAUST260000000000003          	2005	M06	6.9	          
LAUST260000000000003          	2005	M07	7.4	          
LAUST260000000000003          	2005	M08	6.2	          
LAUST260000000000003          	2005	M09	6.2	          
LAUST260000000000003          	2005	M10	5.8	          
LAUST260000000000003          	2005	M11	6.3	          
LAUST260000000000003          	2005	M12	6.4	          
LAUST260000000000003          	2005	M13	6.8	          
LAUST260000000000003          	2006	M01	7.2	          
LAUST260000000000003          	2006	M02	7.5	          
LAUST260000000000003          	2006	M03	7.4	          
LAUST260000000000003          	2006	M04	6.8	          
LAUST260000000000003          	2006	M05	6.8	          
LAUST260000000000003          	2006	M06	7.1	          
LAUST260000000000003          	2006	M07	8.1	          
LAUST260000000000003          	2006	M08	7	          
LAUST260000000000003          	2006	M09	6.7	          
LAUST260000000000003          	2006	M10	6.3	          
LAUST260000000000003          	2006	M11	6.4	          
LAUST260000000000003          	2006	M12	6.7	          
LAUST260000000000003          	2006	M13	7	          
LAUST260000000000003          	2007	M01	7.7	          
LAUST260000000000003          	2007	M02	7.2	          
LAUST260000000000003          	2007	M03	7	          
LAUST260000000000003          	2007	M04	6.6	          
LAUST260000000000003          	2007	M05	6.7	          
LAUST260000000000003          	2007	M06	7.2	          
LAUST260000000000003          	2007	M07	8	          
LAUST260000000000003          	2007	M08	6.9	          
LAUST260000000000003          	2007	M09	6.8	          
LAUST260000000000003          	2007	M10	6.7	          
LAUST260000000000003          	2007	M11	6.5	          
LAUST260000000000003          	2007	M12	7.1	          
LAUST260000000000003          	2007	M13	7	          
LAUST260000000000003          	2008	M01	7.7	          
LAUST260000000000003          	2008	M02	7.4	          
LAUST260000000000003          	2008	M03	7.6	          
LAUST260000000000003          	2008	M04	6.7	          
LAUST260000000000003          	2008	M05	7.8	          
LAUST260000000000003          	2008	M06	8.1	          
LAUST260000000000003          	2008	M07	8.9	          
LAUST260000000000003          	2008	M08	8.3	          
LAUST260000000000003          	2008	M09	7.9	          
LAUST260000000000003          	2008	M10	8	          
LAUST260000000000003          	2008	M11	8.2	          
LAUST260000000000003          	2008	M12	9.2	          
LAUST260000000000003          	2008	M13	8	          
LAUST260000000000003          	2009	M01	12.1	          
LAUST260000000000003          	2009	M02	12.8	          
LAUST260000000000003          	2009	M03	13.3	          
LAUST260000000000003          	2009	M04	12.8	          
LAUST260000000000003          	2009	M05	14.2	          
LAUST260000000000003          	2009	M06	15.3	          
LAUST260000000000003          	2009	M07	15.4	          
LAUST260000000000003          	2009	M08	14.1	          
LAUST260000000000003          	2009	M09	13.7	          
LAUST260000000000003          	2009	M10	13.6	          
LAUST260000000000003          	2009	M11	13.1	          
LAUST260000000000003          	2009	M12	13.5	          
LAUST260000000000003          	2009	M13	13.7	          
LAUST260000000000003          	2010	M01	14.4	          
LAUST260000000000003          	2010	M02	14.2	          
LAUST260000000000003          	2010	M03	14.1	          
LAUST260000000000003          	2010	M04	12.9	          
LAUST260000000000003          	2010	M05	12.6	          
LAUST260000000000003          	2010	M06	12.7	          
LAUST260000000000003          	2010	M07	13.5	          
LAUST260000000000003          	2010	M08	12.3	          
LAUST260000000000003          	2010	M09	11.5	          
LAUST260000000000003          	2010	M10	11.1	          
LAUST260000000000003          	2010	M11	10.9	          
LAUST260000000000003          	2010	M12	10.9	          
LAUST260000000000003          	2010	M13	12.6	          
LAUST260000000000003          	2011	M01	11.5	d
LAUST260000000000003          	2011	M02	11.1	d
LAUST260000000000003          	2011	M03	11	d
LAUST260000000000003          	2011	M04	10	d
LAUST260000000000003          	2011	M05	10.5	d
LAUST260000000000003          	2011	M06	11.2	d
LAUST260000000000003          	2011	M07	11.8	d
LAUST260000000000003          	2011	M08	10.6	d
LAUST260000000000003          	2011	M09	10	d
LAUST260000000000003          	2011	M10	9.4	d
LAUST260000000000003          	2011	M11	8.5	d
LAUST260000000000003          	2011	M12	9	d
LAUST260000000000003          	2011	M13	10.4	d
LAUST260000000000003          	2012	M01	9.8	d
LAUST260000000000003          	2012	M02	9.6	d
LAUST260000000000003          	2012	M03	9.4	d
LAUST260000000000003          	2012	M04	8.3	d
LAUST260000000000003          	2012	M05	9.1	d
LAUST260000000000003          	2012	M06	9.7	d
LAUST260000000000003          	2012	M07	10.7	d
LAUST260000000000003          	2012	M08	9.4	d
LAUST260000000000003          	2012	M09	8.4	d
LAUST260000000000003          	2012	M10	8.4	d
LAUST260000000000003          	2012	M11	7.9	d
LAUST260000000000003          	2012	M12	8.7	d
LAUST260000000000003          	2012	M13	9.1	d
LAUST260000000000003          	2013	M01	10.1	d
LAUST260000000000003          	2013	M02	9.4	d
LAUST260000000000003          	2013	M03	9	d
LAUST260000000000003          	2013	M04	8.1	d
LAUST260000000000003          	2013	M05	8.8	d
LAUST260000000000003          	2013	M06	9.6	d
LAUST260000000000003          	2013	M07	10.2	d
LAUST260000000000003          	2013	M08	8.9	d
LAUST260000000000003          	2013	M09	8.3	d
LAUST260000000000003          	2013	M10	8.4	d
LAUST260000000000003          	2013	M11	7.6	d
LAUST260000000000003          	2013	M12	7.6	d
LAUST260000000000003          	2013	M13	8.8	d
LAUST260000000000003          	2014	M01	8.4	d
LAUST260000000000003          	2014	M02	8.5	d
LAUST260000000000003          	2014	M03	8.4	d
LAUST260000000000003          	2014	M04	6.9	d
LAUST260000000000003          	2014	M05	7.6	d
LAUST260000000000003          	2014	M06	7.6	d
LAUST260000000000003          	2014	M07	8.5	d
LAUST260000000000003          	2014	M08	7.3	d
LAUST260000000000003          	2014	M09	6.6	d
LAUST260000000000003          	2014	M10	6.3	d
LAUST260000000000003          	2014	M11	5.7	d
LAUST260000000000003          	2014	M12	5.6	d
LAUST260000000000003          	2014	M13	7.3	d
LAUST260000000000003          	2015	M01	6.7	d
LAUST260000000000003          	2015	M02	6.1	d
LAUST260000000000003          	2015	M03	5.9	d
LAUST260000000000003          	2015	M04	5.1	d
LAUST260000000000003          	2015	M05	5.9	d
LAUST260000000000003          	2015	M06	5.8	d
LAUST260000000000003          	2015	M07	6.4	d
LAUST260000000000003          	2015	M08	5.2	d
LAUST260000000000003          	2015	M09	4.6	d
LAUST260000000000003          	2015	M10	4.7	d
LAUST260000000000003          	2015	M11	4.2	d
LAUST260000000000003          	2015	M12	4.5	d
LAUST260000000000003          	2015	M13	5.4	d
LAUST260000000000003          	2016	M01	5.1	          
LAUST260000000000003          	2016	M02	5	          
LAUST260000000000003          	2016	M03	5.1	          
LAUST260000000000003          	2016	M04	4.3	          
LAUST260000000000003          	2016	M05	4.5	          
LAUST260000000000003          	2016	M06	4.9	          
LAUST260000000000003          	2016	M07	5.4	p
LAUST270000000000003          	1976	M01	7.6	          
LAUST270000000000003          	1976	M02	7.2	          
LAUST270000000000003          	1976	M03	6.9	          
LAUST270000000000003          	1976	M04	5.9	          
LAUST270000000000003          	1976	M05	4.4	          
LAUST270000000000003          	1976	M06	5.9	          
LAUST270000000000003          	1976	M07	5.4	          
LAUST270000000000003          	1976	M08	5.4	          
LAUST270000000000003          	1976	M09	5.7	          
LAUST270000000000003          	1976	M10	5	          
LAUST270000000000003          	1976	M11	5.3	          
LAUST270000000000003          	1976	M12	5.8	          
LAUST270000000000003          	1976	M13	5.8	          
LAUST270000000000003          	1977	M01	6.9	          
LAUST270000000000003          	1977	M02	6.8	          
LAUST270000000000003          	1977	M03	6.6	          
LAUST270000000000003          	1977	M04	5.7	          
